"RECIPE","LAST RUN","RUN RESULT","NOTES"
"LiveSurfaceContext.munki.recipe","2015-10-05 11:08:44","OK",""
"LiveSurfaceContext.pkg.recipe","2015-10-05 11:08:46","OK",""
"MacDVDRipperPro.download.recipe","2015-10-05 11:08:51","OK",""
"MacDVDRipperPro.install.recipe","2015-10-05 11:09:23","OK",""
"MacDVDRipperPro.munki.recipe","2015-10-05 11:10:01","OK",""
"MacDVDRipperPro.pkg.recipe","2015-10-05 11:10:06","OK",""
"CleanMyMac2.download.recipe","2015-10-05 11:10:09","ERROR: Unarchiving /Users/elliot/Library/AutoPkg/Cache/com.github.homebysix.download.CleanMyMac2/downloads/CleanMyMac 2-2.4.zip with ditto failed: ditto: Couldn't read PKZip signature

Failed.
",""
"CleanMyMac2.install.recipe","2015-10-05 11:10:10","ERROR: Unarchiving /Users/elliot/Library/AutoPkg/Cache/com.github.homebysix.install.CleanMyMac2/downloads/CleanMyMac 2-2.4.zip with ditto failed: ditto: Couldn't read PKZip signature

Failed.
",""
"CleanMyMac2.munki.recipe","2015-10-05 11:10:11","ERROR: Unarchiving /Users/elliot/Library/AutoPkg/Cache/com.github.homebysix.munki.CleanMyMac2/downloads/CleanMyMac 2-2.4.zip with ditto failed: ditto: Couldn't read PKZip signature

Failed.
",""
"CleanMyMac2.pkg.recipe","2015-10-05 11:10:12","ERROR: Unarchiving /Users/elliot/Library/AutoPkg/Cache/com.github.homebysix.pkg.CleanMyMac2/downloads/CleanMyMac 2-2.4.zip with ditto failed: ditto: Couldn't read PKZip signature

Failed.
",""
"CleanMyMac3-beta.download.recipe","2015-10-05 11:10:16","OK",""
"CleanMyMac3-beta.install.recipe","2015-10-05 11:10:33","OK",""
"CleanMyMac3-beta.munki.recipe","2015-10-05 11:10:47","OK",""
"CleanMyMac3-beta.pkg.recipe","2015-10-05 11:10:50","OK",""
"CleanMyMac3.download.recipe","2015-10-05 11:10:53","OK",""
"CleanMyMac3.install.recipe","2015-10-05 11:11:09","OK",""
"CleanMyMac3.munki.recipe","2015-10-05 11:11:26","OK",""
"CleanMyMac3.pkg.recipe","2015-10-05 11:11:33","OK",""
"Gemini.download.recipe","2015-10-05 11:11:34","ERROR: 'NoneType' object has no attribute 'find'
Failed.
",""
"Gemini.install.recipe","2015-10-05 11:11:34","ERROR: 'NoneType' object has no attribute 'find'
Failed.
",""
"Gemini.munki.recipe","2015-10-05 11:11:35","ERROR: 'NoneType' object has no attribute 'find'
Failed.
",""
"Gemini.pkg.recipe","2015-10-05 11:11:35","ERROR: 'NoneType' object has no attribute 'find'
Failed.
",""
"Hider2.download.recipe","2015-10-05 11:11:36","ERROR: Unarchiving /Users/elliot/Library/AutoPkg/Cache/com.github.homebysix.download.Hider2/downloads/MacPaw Hider 2-2.2.4.zip with ditto failed: ditto: Couldn't read PKZip signature

Failed.
",""
"Hider2.install.recipe","2015-10-05 11:11:37","ERROR: Unarchiving /Users/elliot/Library/AutoPkg/Cache/com.github.homebysix.install.Hider2/downloads/MacPaw Hider 2-2.2.4.zip with ditto failed: ditto: Couldn't read PKZip signature

Failed.
",""
"Hider2.munki.recipe","2015-10-05 11:11:37","ERROR: Unarchiving /Users/elliot/Library/AutoPkg/Cache/com.github.homebysix.munki.Hider2/downloads/MacPaw Hider 2-2.2.4.zip with ditto failed: ditto: Couldn't read PKZip signature

Failed.
",""
"Hider2.pkg.recipe","2015-10-05 11:11:38","ERROR: Unarchiving /Users/elliot/Library/AutoPkg/Cache/com.github.homebysix.pkg.Hider2/downloads/MacPaw Hider 2-2.2.4.zip with ditto failed: ditto: Couldn't read PKZip signature

Failed.
",""
"Espresso.download.recipe","2015-10-05 11:11:39","OK",""
"Espresso.install.recipe","2015-10-05 11:11:46","OK",""
"Espresso.munki.recipe","2015-10-05 11:11:57","OK",""
"Espresso.pkg.recipe","2015-10-05 11:11:58","OK",""
"Slicy.download.recipe","2015-10-05 11:11:59","OK",""
"Slicy.install.recipe","2015-10-05 11:12:06","OK",""
"Slicy.munki.recipe","2015-10-05 11:12:18","OK",""
"Slicy.pkg.recipe","2015-10-05 11:12:19","OK",""
"Mailplane3.install.recipe","2015-10-05 11:12:41","OK",""
"Mailplane3.pkg.recipe","2015-10-05 11:12:50","OK",""
"Butler.download.recipe","2015-10-05 11:12:53","OK",""
"Butler.install.recipe","2015-10-05 11:12:56","OK",""
"Butler.munki.recipe","2015-10-05 11:13:01","OK",""
"Butler.pkg.recipe","2015-10-05 11:13:06","OK",""
"DesktopCurtain.download.recipe","2015-10-05 11:13:09","OK",""
"DesktopCurtain.install.recipe","2015-10-05 11:13:12","OK",""
"DesktopCurtain.munki.recipe","2015-10-05 11:13:18","OK",""
"DesktopCurtain.pkg.recipe","2015-10-05 11:13:23","OK",""
"Displaperture.download.recipe","2015-10-05 11:13:24","OK",""
"Displaperture.install.recipe","2015-10-05 11:13:25","OK",""
"Displaperture.munki.recipe","2015-10-05 11:13:29","OK",""
"Displaperture.pkg.recipe","2015-10-05 11:13:33","OK",""
"KeyCodes.download.recipe","2015-10-05 11:13:35","OK",""
"KeyCodes.install.recipe","2015-10-05 11:13:38","OK",""
"KeyCodes.munki.recipe","2015-10-05 11:13:42","OK",""
"KeyCodes.pkg.recipe","2015-10-05 11:13:47","OK",""
"Keymo.download.recipe","2015-10-05 11:13:50","OK",""
"Keymo.install.recipe","2015-10-05 11:13:53","OK",""
"Keymo.munki.recipe","2015-10-05 11:13:58","OK",""
"Keymo.pkg.recipe","2015-10-05 11:14:03","OK",""
"Leech.download.recipe","2015-10-05 11:14:06","OK",""
"Leech.install.recipe","2015-10-05 11:14:09","OK",""
"Leech.munki.recipe","2015-10-05 11:14:14","OK",""
"Leech.pkg.recipe","2015-10-05 11:14:19","OK",""
"Moom.download.recipe","2015-10-05 11:14:22","OK",""
"Moom.install.recipe","2015-10-05 11:14:26","OK",""
"Moom.munki.recipe","2015-10-05 11:14:32","OK",""
"Moom.pkg.recipe","2015-10-05 11:14:38","OK",""
"NameMangler.download.recipe","2015-10-05 11:14:42","OK",""
"NameMangler.install.recipe","2015-10-05 11:14:46","OK",""
"NameMangler.munki.recipe","2015-10-05 11:14:51","OK",""
"NameMangler.pkg.recipe","2015-10-05 11:14:57","OK",""
"OpenWithManager.download.recipe","2015-10-05 11:14:58","OK",""
"OpenWithManager.install.recipe","2015-10-05 11:14:59","OK",""
"OpenWithManager.munki.recipe","2015-10-05 11:15:03","OK",""
"OpenWithManager.pkg.recipe","2015-10-05 11:15:07","OK",""
"Resolutionator.download.recipe","2015-10-05 11:15:09","OK",""
"Resolutionator.install.recipe","2015-10-05 11:15:12","OK",""
"Resolutionator.munki.recipe","2015-10-05 11:15:17","OK",""
"Resolutionator.pkg.recipe","2015-10-05 11:15:21","OK",""
"TimeSink.download.recipe","2015-10-05 11:15:24","OK",""
"TimeSink.install.recipe","2015-10-05 11:15:28","OK",""
"TimeSink.munki.recipe","2015-10-05 11:15:33","OK",""
"TimeSink.pkg.recipe","2015-10-05 11:15:38","OK",""
"Usher.download.recipe","2015-10-05 11:15:43","OK",""
"Usher.install.recipe","2015-10-05 11:15:51","OK",""
"Usher.munki.recipe","2015-10-05 11:15:58","OK",""
"Usher.pkg.recipe","2015-10-05 11:16:07","OK",""
"MacGourmet.download.recipe","2015-10-05 11:16:10","OK",""
"MacGourmet.install.recipe","2015-10-05 11:16:21","OK",""
"MacGourmet.munki.recipe","2015-10-05 11:16:37","OK",""
"MacGourmet.pkg.recipe","2015-10-05 11:16:40","OK",""
"MacJournal.download.recipe","2015-10-05 11:16:41","OK",""
"MacJournal.install.recipe","2015-10-05 11:16:51","OK",""
"MacJournal.munki.recipe","2015-10-05 11:17:04","OK",""
"MacJournal.pkg.recipe","2015-10-05 11:17:06","OK",""
"MarinerWrite.download.recipe","2015-10-05 11:17:07","OK",""
"MarinerWrite.install.recipe","2015-10-05 11:17:13","OK",""
"MarinerWrite.munki.recipe","2015-10-05 11:17:23","OK",""
"MarinerWrite.pkg.recipe","2015-10-05 11:17:26","OK",""
"Persona.download.recipe","2015-10-05 11:17:27","OK",""
"Persona.install.recipe","2015-10-05 11:17:39","OK",""
"Persona.munki.recipe","2015-10-05 11:17:53","OK",""
"Persona.pkg.recipe","2015-10-05 11:17:55","OK",""
"Marked2.install.recipe","2015-10-05 11:18:13","OK",""
"Marked2.munki.recipe","2015-10-05 11:18:37","OK",""
"Marked2.pkg.recipe","2015-10-05 11:18:46","OK",""
"Briefs.download.recipe","2015-10-05 11:18:47","OK",""
"Briefs.install.recipe","2015-10-05 11:18:58","OK",""
"Briefs.munki.recipe","2015-10-05 11:19:12","OK",""
"Briefs.pkg.recipe","2015-10-05 11:19:14","OK",""
"Changes.download.recipe","2015-10-05 11:19:16","OK",""
"Changes.install.recipe","2015-10-05 11:19:23","OK",""
"Changes.munki.recipe","2015-10-05 11:19:34","OK",""
"Changes.pkg.recipe","2015-10-05 11:19:36","OK",""
"Slender.download.recipe","2015-10-05 11:19:37","OK",""
"Slender.install.recipe","2015-10-05 11:19:46","OK",""
"Slender.munki.recipe","2015-10-05 11:19:55","OK",""
"Slender.pkg.recipe","2015-10-05 11:19:56","OK",""
"Mellel.download.recipe","2015-10-05 11:20:24","OK",""
"Mellel.install.recipe","2015-10-05 11:21:07","OK",""
"Mellel.munki.recipe","2015-10-05 11:21:38","OK",""
"Mellel.pkg.recipe","2015-10-05 11:22:31","OK",""
"MerlinProject.download.recipe","2015-10-05 11:22:33","OK",""
"MerlinProject.install.recipe","2015-10-05 11:22:43","OK",""
"MerlinProject.munki.recipe","2015-10-05 11:22:58","OK",""
"MerlinProject.pkg.recipe","2015-10-05 11:23:00","OK",""
"Monolingual.download.recipe","2015-10-05 11:23:04","OK",""
"Monolingual.install.recipe","2015-10-05 11:23:18","OK",""
"Monolingual.munki.recipe","2015-10-05 11:23:34","OK",""
"Monolingual.pkg.recipe","2015-10-05 11:23:42","OK",""
"Mountain.download.recipe","2015-10-05 11:23:43","OK",""
"Mountain.install.recipe","2015-10-05 11:23:51","OK",""
"Mountain.munki.recipe","2015-10-05 11:24:03","OK",""
"Mountain.pkg.recipe","2015-10-05 11:24:04","OK",""
"FilePane.download.recipe","2015-10-05 11:24:07","OK",""
"FilePane.install.recipe","2015-10-05 11:24:10","OK",""
"FilePane.munki.recipe","2015-10-05 11:24:17","OK",""
"FilePane.pkg.recipe","2015-10-05 11:24:23","OK",""
"NameChanger.download.recipe","2015-10-05 11:24:23","OK",""
"NameChanger.install.recipe","2015-10-05 11:24:30","OK",""
"NameChanger.munki.recipe","2015-10-05 11:24:39","OK",""
"NameChanger.pkg.recipe","2015-10-05 11:24:39","OK",""
"NeoFinder.download.recipe","2015-10-05 11:24:42","OK",""
"NeoFinder.install.recipe","2015-10-05 11:24:50","OK",""
"NeoFinder.munki.recipe","2015-10-05 11:25:00","OK",""
"NeoFinder.pkg.recipe","2015-10-05 11:25:01","OK",""
"Whiskey.download.recipe","2015-10-05 11:25:04","OK",""
"Whiskey.install.recipe","2015-10-05 11:25:12","OK",""
"Whiskey.munki.recipe","2015-10-05 11:25:24","OK",""
"Whiskey.pkg.recipe","2015-10-05 11:25:26","OK",""
"Numi.download.recipe","2015-10-05 11:25:28","OK",""
"Numi.install.recipe","2015-10-05 11:25:37","OK",""
"Numi.munki.recipe","2015-10-05 11:25:50","OK",""
"Numi.pkg.recipe","2015-10-05 11:25:52","OK",""
"Paparazzi.download.recipe","2015-10-05 11:25:53","OK",""
"Paparazzi.install.recipe","2015-10-05 11:25:54","OK",""
"Paparazzi.munki.recipe","2015-10-05 11:25:57","OK",""
"Paparazzi.pkg.recipe","2015-10-05 11:25:59","OK",""
"ParallelsDesktop.download.recipe","2015-10-05 11:26:11","OK",""
"ParallelsDesktop.install.recipe","2015-10-05 11:26:29","OK",""
"ParallelsDesktop.munki.recipe","2015-10-05 11:27:30","OK",""
"ParallelsDesktop.pkg.recipe","2015-10-05 11:27:48","OK",""
"PixateStudio.download.recipe","2015-10-05 11:27:56","OK",""
"PixateStudio.install.recipe","2015-10-05 11:28:21","OK",""
"PixateStudio.munki.recipe","2015-10-05 11:28:52","OK",""
"PixateStudio.pkg.recipe","2015-10-05 11:29:00","OK",""
"Postbox.install.recipe","2015-10-05 15:54:00","OK",""
"Postbox.pkg.recipe","2015-10-05 15:54:31","OK",""
"ProfitTrain.download.recipe","2015-10-05 15:54:31","OK",""
"ProfitTrain.install.recipe","2015-10-05 15:54:37","OK",""
"ProfitTrain.munki.recipe","2015-10-05 15:54:47","OK",""
"ProfitTrain.pkg.recipe","2015-10-05 15:54:48","OK",""
"ABetterFinderAttributes.download.recipe","2015-10-05 15:54:50","OK",""
"ABetterFinderAttributes.install.recipe","2015-10-05 15:54:58","OK",""
"ABetterFinderAttributes.munki.recipe","2015-10-05 15:55:08","OK",""
"ABetterFinderAttributes.pkg.recipe","2015-10-05 15:55:09","OK",""
"ABetterFinderRename.download.recipe","2015-10-05 15:55:10","OK",""
"ABetterFinderRename.install.recipe","2015-10-05 15:55:17","OK",""
"ABetterFinderRename.munki.recipe","2015-10-05 15:55:32","OK",""
"ABetterFinderRename.pkg.recipe","2015-10-05 15:55:38","OK",""
"BigMeanFolderMachine.download.recipe","2015-10-05 15:55:42","OK",""
"BigMeanFolderMachine.install.recipe","2015-10-05 15:55:56","OK",""
"BigMeanFolderMachine.munki.recipe","2015-10-05 15:56:12","OK",""
"BigMeanFolderMachine.pkg.recipe","2015-10-05 15:56:18","OK",""
"MacBreakZ.download.recipe","2015-10-05 15:56:40","OK",""
"MacBreakZ.install.recipe","2015-10-05 15:57:02","OK",""
"MacBreakZ.munki.recipe","2015-10-05 15:57:30","OK",""
"MacBreakZ.pkg.recipe","2015-10-05 15:57:35","OK",""
"NoiseMachine.download.recipe","2015-10-05 15:58:02","OK",""
"NoiseMachine.install.recipe","2015-10-05 15:58:39","OK",""
"NoiseMachine.munki.recipe","2015-10-05 15:58:56","OK",""
"NoiseMachine.pkg.recipe","2015-10-05 15:59:03","OK",""
"VitaminR.install.recipe","2015-10-05 15:59:18","OK",""
"VitaminR.pkg.recipe","2015-10-05 15:59:25","OK",""
"Quicksilver.install.recipe","2015-10-05 15:59:28","OK",""
"Quicksilver.pkg.recipe","2015-10-05 15:59:34","OK",""
"R.download.recipe","2015-10-05 16:00:17","OK",""
"R.install.recipe","2015-10-05 16:00:17","ERROR: Failed.
",""
"R.munki.recipe","2015-10-05 16:01:51","OK",""
"R.pkg.recipe","2015-10-05 16:02:13","OK",""
"Radi.download.recipe","2015-10-05 16:02:30","OK",""
"Radi.install.recipe","2015-10-05 16:03:01","OK",""
"Radi.munki.recipe","2015-10-05 16:03:39","OK",""
"Radi.pkg.recipe","2015-10-05 16:03:52","OK",""
"MenuMeters.download.recipe","2015-10-05 16:03:58","OK",""
"MenuMeters.install.recipe","2015-10-05 16:04:08","OK",""
"MenuMeters.munki.recipe","2015-10-05 16:04:25","OK",""
"MenuMeters.pkg.recipe","2015-10-05 16:04:32","OK",""
"Rdio.download.recipe","2015-10-05 16:04:35","OK",""
"Rdio.install.recipe","2015-10-05 16:04:50","OK",""
"Rdio.munki.recipe","2015-10-05 16:05:04","OK",""
"Rdio.pkg.recipe","2015-10-05 16:05:10","OK",""
"DeepDreamer.download.recipe","2015-10-05 16:05:23","OK",""
"DeepDreamer.install.recipe","2015-10-05 16:06:12","OK",""
"DeepDreamer.munki.recipe","2015-10-05 16:06:53","OK",""
"DeepDreamer.pkg.recipe","2015-10-05 16:07:06","ERROR: Invalid package name
Failed.
",""
"Ember.download.recipe","2015-10-05 16:07:11","OK",""
"Ember.install.recipe","2015-10-05 16:07:30","OK",""
"Ember.munki.recipe","2015-10-05 16:07:51","OK",""
"Ember.pkg.recipe","2015-10-05 16:08:07","OK",""
"RapidWeaver.download.recipe","2015-10-05 16:08:17","OK",""
"RapidWeaver.install.recipe","2015-10-05 16:08:51","OK",""
"RapidWeaver.munki.recipe","2015-10-05 16:09:20","OK",""
"RapidWeaver.pkg.recipe","2015-10-05 16:09:45","OK",""
"RecordIt.download.recipe","2015-10-05 16:09:48","OK",""
"RecordIt.install.recipe","2015-10-05 16:09:58","OK",""
"RecordIt.munki.recipe","2015-10-05 16:10:08","OK",""
"RecordIt.pkg.recipe","2015-10-05 16:10:10","OK",""
"Renamer.download.recipe","2015-10-05 16:10:14","OK",""
"Renamer.install.recipe","2015-10-05 16:10:27","OK",""
"Renamer.munki.recipe","2015-10-05 16:10:39","OK",""
"Renamer.pkg.recipe","2015-10-05 16:10:43","OK",""
"Revisions.download.recipe","2015-10-05 16:10:47","OK",""
"Revisions.install.recipe","2015-10-05 16:10:54","OK",""
"Revisions.munki.recipe","2015-10-05 16:11:04","OK",""
"Revisions.pkg.recipe","2015-10-05 16:11:13","OK",""
"GIFforMac.download.recipe","2015-10-05 16:11:20","OK",""
"GIFforMac.install.recipe","2015-10-05 16:11:27","OK",""
"GIFforMac.munki.recipe","2015-10-05 16:11:33","OK",""
"GIFforMac.pkg.recipe","2015-10-05 16:11:42","OK",""
"RightFont.download.recipe","2015-10-05 16:11:43","OK",""
"RightFont.install.recipe","2015-10-05 16:11:54","OK",""
"RightFont.munki.recipe","2015-10-05 16:12:04","OK",""
"RightFont.pkg.recipe","2015-10-05 16:12:06","OK",""
"AirFoil.download.recipe","2015-10-05 16:12:11","OK",""
"AirFoil.install.recipe","2015-10-05 16:12:16","OK",""
"AirFoil.munki.recipe","2015-10-05 16:12:21","OK",""
"AirFoil.pkg.recipe","2015-10-05 16:12:26","OK",""
"AudioHijack.download.recipe","2015-10-05 16:12:28","OK",""
"AudioHijack.install.recipe","2015-10-05 16:12:38","OK",""
"AudioHijack.munki.recipe","2015-10-05 16:12:51","OK",""
"AudioHijack.pkg.recipe","2015-10-05 16:12:55","OK",""
"Fission.download.recipe","2015-10-05 16:13:02","OK",""
"Fission.install.recipe","2015-10-05 16:13:14","OK",""
"Fission.munki.recipe","2015-10-05 16:13:25","OK",""
"Fission.pkg.recipe","2015-10-05 16:13:28","OK",""
"Nicecast.download.recipe","2015-10-05 16:13:33","OK",""
"Nicecast.install.recipe","2015-10-05 16:13:46","OK",""
"Nicecast.munki.recipe","2015-10-05 16:13:56","OK",""
"Nicecast.pkg.recipe","2015-10-05 16:13:59","OK",""
"Piezo.download.recipe","2015-10-05 16:14:04","OK",""
"Piezo.install.recipe","2015-10-05 16:14:14","OK",""
"Piezo.munki.recipe","2015-10-05 16:14:25","OK",""
"Piezo.pkg.recipe","2015-10-05 16:14:27","OK",""
"RoyalTSX.download.recipe","2015-10-05 16:14:44","OK",""
"RoyalTSX.install.recipe","2015-10-05 16:15:00","OK",""
"RoyalTSX.munki.recipe","2015-10-05 16:15:17","OK",""
"RoyalTSX.pkg.recipe","2015-10-05 16:15:35","OK",""
"Screens.download.recipe","2015-10-05 16:15:42","OK",""
"Screens.install.recipe","2015-10-05 16:15:59","OK",""
"Screens.munki.recipe","2015-10-05 16:16:22","OK",""
"Screens.pkg.recipe","2015-10-05 16:16:35","OK",""
"SecondLife.install.recipe","2015-10-05 16:16:51","OK",""
"SecondLife.munki.recipe","2015-10-05 16:17:01","OK",""
"SecondLife.pkg.recipe","2015-10-05 16:17:27","OK",""
"SelfControl.download.recipe","2015-10-05 16:17:30","OK",""
"SelfControl.install.recipe","2015-10-05 16:17:44","OK",""
"SelfControl.munki.recipe","2015-10-05 16:17:55","OK",""
"SelfControl.pkg.recipe","2015-10-05 16:17:58","OK",""
"SequelPro.pkg.recipe","2015-10-05 16:18:10","OK",""
"Shimo.download.recipe","2015-10-05 16:18:17","OK",""
"Shimo.install.recipe","2015-10-05 16:18:32","OK",""
"Shimo.munki.recipe","2015-10-05 16:18:49","OK",""
"Shimo.pkg.recipe","2015-10-05 16:18:59","OK",""
"SuperDuper.download.recipe","2015-10-05 16:19:06","OK",""
"SuperDuper.install.recipe","2015-10-05 16:19:15","OK",""
"SuperDuper.munki.recipe","2015-10-05 16:19:24","OK",""
"SuperDuper.pkg.recipe","2015-10-05 16:19:34","OK",""
"Simon.download.recipe","2015-10-05 16:19:42","OK",""
"Simon.install.recipe","2015-10-05 16:20:02","OK",""
"Simon.munki.recipe","2015-10-05 16:20:20","OK",""
"Simon.pkg.recipe","2015-10-05 16:20:34","OK",""
"SizeUp.install.recipe","2015-10-05 16:20:48","OK",""
"SizeUp.pkg.recipe","2015-10-05 16:20:54","OK",""
"Smultron7.download.recipe","2015-10-05 16:20:59","OK",""
"Smultron7.install.recipe","2015-10-05 16:21:12","OK",""
"Smultron7.munki.recipe","2015-10-05 16:21:23","OK",""
"Smultron7.pkg.recipe","2015-10-05 16:21:25","OK",""
"SnapGeneViewer.download.recipe","2015-10-05 16:21:38","OK",""
"SnapGeneViewer.install.recipe","2015-10-05 16:21:49","OK",""
"SnapGeneViewer.munki.recipe","2015-10-05 16:22:00","OK",""
"SnapGeneViewer.pkg.recipe","2015-10-05 16:22:20","OK",""
"Exhibeo.download.recipe","2015-10-05 16:22:23","OK",""
"Exhibeo.install.recipe","2015-10-05 16:22:34","OK",""
"Exhibeo.munki.recipe","2015-10-05 16:22:45","OK",""
"Exhibeo.pkg.recipe","2015-10-05 16:22:49","OK",""
"FreewayExpress.download.recipe","2015-10-05 16:22:57","OK",""
"FreewayExpress.install.recipe","2015-10-05 16:23:26","OK",""
"FreewayExpress.munki.recipe","2015-10-05 16:23:57","OK",""
"FreewayExpress.pkg.recipe","2015-10-05 16:24:18","OK",""
"FreewayPro.download.recipe","2015-10-05 16:24:28","OK",""
"FreewayPro.install.recipe","2015-10-05 16:24:52","OK",""
"FreewayPro.munki.recipe","2015-10-05 16:25:22","OK",""
"FreewayPro.pkg.recipe","2015-10-05 16:25:40","OK",""
"Ammonite.download.recipe","2015-10-05 16:25:48","OK",""
"Ammonite.install.recipe","2015-10-05 16:26:04","OK",""
"Ammonite.munki.recipe","2015-10-05 16:26:20","OK",""
"Ammonite.pkg.recipe","2015-10-05 16:26:27","OK",""
"BackupLoupe.download.recipe","2015-10-05 16:26:33","OK",""
"BackupLoupe.install.recipe","2015-10-05 16:26:47","OK",""
"BackupLoupe.munki.recipe","2015-10-05 16:27:03","OK",""
"BackupLoupe.pkg.recipe","2015-10-05 16:27:08","OK",""
"LaunchControl.download.recipe","2015-10-05 16:27:16","OK",""
"LaunchControl.install.recipe","2015-10-05 16:27:33","OK",""
"LaunchControl.munki.recipe","2015-10-05 16:27:49","OK",""
"LaunchControl.pkg.recipe","2015-10-05 16:27:57","OK",""
"SourceForgeURLProvider.recipe","2015-10-05 16:27:57","OK",""
"SousChef.download.recipe","2015-10-05 16:28:02","OK",""
"SousChef.install.recipe","2015-10-05 16:28:18","OK",""
"SousChef.munki.recipe","2015-10-05 16:28:34","OK",""
"SousChef.pkg.recipe","2015-10-05 16:28:43","OK",""
"Sparkle.download.recipe","2015-10-05 16:28:49","OK",""
"Sparkle.install.recipe","2015-10-05 16:29:11","OK",""
"Sparkle.munki.recipe","2015-10-05 16:29:27","OK",""
"Sparkle.pkg.recipe","2015-10-05 16:29:35","OK",""
"SpiderOakONE.download.recipe","2015-10-05 16:29:42","OK",""
"SpiderOakONE.install.recipe","2015-10-05 16:29:49","ERROR: Error processing path '/Users/elliot/Library/AutoPkg/Cache/com.github.homebysix.install.SpiderOakONE/SpiderOakONE.pkg' with glob. 
Failed.
",""
"SpiderOakONE.munki.recipe","2015-10-05 16:30:00","OK",""
"SpiderOakONE.pkg.recipe","2015-10-05 16:30:09","OK",""
"Spotify.install.recipe","2015-10-05 16:30:40","OK",""
"Spotify.pkg.recipe","2015-10-05 16:31:03","OK",""
"KeyboardMaestro.download.recipe","2015-10-05 16:31:23","OK",""
"KeyboardMaestro.install.recipe","2015-10-05 16:31:48","OK",""
"KeyboardMaestro.munki.recipe","2015-10-05 16:32:15","OK",""
"KeyboardMaestro.pkg.recipe","2015-10-05 16:32:29","OK",""
"Stand.download.recipe","2015-10-05 16:32:32","OK",""
"Stand.install.recipe","2015-10-05 16:32:46","OK",""
"Stand.munki.recipe","2015-10-05 16:32:56","OK",""
"Stand.pkg.recipe","2015-10-05 16:32:59","OK",""
"StickyBrain.download.recipe","2015-10-05 16:33:02","OK",""
"StickyBrain.install.recipe","2015-10-05 16:33:07","OK",""
"StickyBrain.munki.recipe","2015-10-05 16:33:13","OK",""
"StickyBrain.pkg.recipe","2015-10-05 16:33:22","OK",""
"StretchLink.download.recipe","2015-10-05 16:33:25","OK",""
"StretchLink.install.recipe","2015-10-05 16:33:37","OK",""
"StretchLink.munki.recipe","2015-10-05 16:33:52","OK",""
"StretchLink.pkg.recipe","2015-10-05 16:33:57","OK",""
"SugarSync.download.recipe","2015-10-05 16:33:59","OK",""
"SugarSync.install.recipe","2015-10-05 16:34:10","OK",""
"SugarSync.munki.recipe","2015-10-05 16:34:20","OK",""
"SugarSync.pkg.recipe","2015-10-05 16:34:39","OK",""
"Capo.download.recipe","2015-10-05 16:34:48","OK",""
"Capo.install.recipe","2015-10-05 16:35:16","OK",""
"Capo.munki.recipe","2015-10-05 16:35:39","OK",""
"Capo.pkg.recipe","2015-10-05 16:35:56","OK",""
"FuzzMeasure.download.recipe","2015-10-05 16:36:00","OK",""
"FuzzMeasure.install.recipe","2015-10-05 16:36:15","OK",""
"FuzzMeasure.munki.recipe","2015-10-05 16:36:35","OK",""
"FuzzMeasure.pkg.recipe","2015-10-05 16:36:42","OK",""
"TapeDeck.download.recipe","2015-10-05 16:36:47","OK",""
"TapeDeck.install.recipe","2015-10-05 16:36:59","OK",""
"TapeDeck.munki.recipe","2015-10-05 16:37:11","OK",""
"TapeDeck.pkg.recipe","2015-10-05 16:37:16","OK",""
"TableauReader.download.recipe","2015-10-05 16:39:02","OK",""
"TableauReader.install.recipe","2015-10-05 16:41:05","OK",""
"TableauReader.munki.recipe","2015-10-05 16:42:44","OK",""
"TableauReader.pkg.recipe","2015-10-05 16:45:11","OK",""
"TextBar.download.recipe","2015-10-05 16:45:13","OK",""
"TextBar.install.recipe","2015-10-05 16:45:24","OK",""
"TextBar.munki.recipe","2015-10-05 16:45:36","OK",""
"TextBar.pkg.recipe","2015-10-05 16:45:40","OK",""
"Thyme.download.recipe","2015-10-05 16:45:42","OK",""
"Thyme.install.recipe","2015-10-05 16:45:48","OK",""
"Thyme.munki.recipe","2015-10-05 16:45:55","OK",""
"Thyme.pkg.recipe","2015-10-05 16:46:04","OK",""
"TimeMachineEditor.download.recipe","2015-10-05 16:46:06","OK",""
"TimeMachineEditor.install.recipe","2015-10-05 16:46:16","OK",""
"TimeMachineEditor.munki.recipe","2015-10-05 16:46:26","OK",""
"TimeMachineEditor.pkg.recipe","2015-10-05 16:46:28","OK",""
"TMNotifier.download.recipe","2015-10-05 16:46:32","OK",""
"TMNotifier.install.recipe","2015-10-05 16:46:37","OK",""
"TMNotifier.munki.recipe","2015-10-05 16:46:42","OK",""
"TMNotifier.pkg.recipe","2015-10-05 16:46:50","OK",""
"TorBrowserBundle.download.recipe","2015-10-05 16:46:57","OK",""
"TorBrowserBundle.install.recipe","2015-10-05 16:47:26","OK",""
"TorBrowserBundle.munki.recipe","2015-10-05 16:48:02","OK",""
"TorBrowserBundle.pkg.recipe","2015-10-05 16:48:29","OK",""
"Tower.download.recipe","2015-10-05 16:48:37","OK",""
"Tower.install.recipe","2015-10-05 16:48:59","OK",""
"Tower.munki.recipe","2015-10-05 16:49:21","OK",""
"Tower.pkg.recipe","2015-10-05 16:49:34","OK",""
"DiskDiet.download.recipe","2015-10-05 16:49:37","OK",""
"DiskDiet.install.recipe","2015-10-05 16:49:48","OK",""
"DiskDiet.munki.recipe","2015-10-05 16:50:01","OK",""
"DiskDiet.pkg.recipe","2015-10-05 16:50:06","OK",""
